Month,Node,Strain,Score,NumNT,NumAA,NumTopKAA,DiversityScore,Infections,NumRecombsDetectedByMonth,EarliestSampleMonth,RecombEarliestDesc,UShERClusterSize,LogScore,LogSize,AverageCirculatingByLineageFitness,AverageCirculatingBySampleFitness,MaxCirculatingByLineageFitness,StdDevCirculatingLineageFitness,RecombFitnessNormBySampleAvgCirc,RecombFitnessNormalizedByMedian,UpperPercentileFitnessByLineage,DonorStrain,DonorID,DonorFitness,AcceptorStrain,AcceptorID,AcceptorFitness,RecombFitnessNormalizedByMaxParents,RecombFitnessNormalizedByAvgParents,DonorFitnessNormalizedByAverageByLineage,AcceptorFitnessNormalizedByAverageByLineage,ParentsHD
2023-02,node_1034042,XBB.1.19.1,27.56782995598451,98,67,11,112.148,10270797,28,2023-04,England/CLIMB-CM7YE87U/2023|OY736701.1|2023-04-06,1184,3.316649511599999,7.076653815443951,28.81400101010101,22.018833297437503,35.22139040498717,3.187757490601867,1.2520113842359117,0.9558456087618974,22.018833297437503,node_1079725,XDA,33.00356925961666,node_1034041,XBB.1.19.1,26.16583768001854,0.8352984411815315,0.9318271512881409,1.498879110159644,1.1883389699427742,27
2022-05,node_1033609,BA.2.10.1,10.731130393763511,76,56,7,94.8531,25217142,63,2020-04,USA/VT-23-002353-WGS-02/2020|OQ719897.1|2020-04-03,996115,2.3731488999999995,13.81161799174892,14.083182717391304,9.44446484170553,19.857202744879206,1.4058562788428426,1.1362348818724204,0.7641948950153471,9.44446484170553,node_1442962,BA.2,10.307826901372861,node_1033537,BA.2.10.1,11.244472986061199,0.9543471185413461,0.9958222973707073,1.0914146088886727,1.1905886860213686,13
2022-02,node_1033534,BA.2.10.1,9.42041159622033,73,55,3,92.3826,90483564,63,2020-04,USA/VT-23-002353-WGS-02/2020|OQ719897.1|2020-04-03,996315,2.2428787814999995,13.811818751625724,9.413788620689655,6.509174266081178,14.653475678449022,1.5722842515534126,1.4472514041157865,1.0438892590727222,6.509174266081178,node_1573439,BA.5_dropout,12.95412538547237,node_1333520,BA.2.10.1,8.621414790187512,0.727213247973114,0.8732491997440531,1.990133441806183,1.3245020701186418,17
2022-12,node_1460838,BA.2,24.53602780391771,86,68,5,121.724,12388536,37,2023-08,France/GES-IPP17866/2023|EPI_ISL_18254485|2023-08-28,327,3.200142559999999,5.7899601708972535,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.3387364750163349,0.9734239921573009,18.327750279320902,node_1422527,DV.7.1,33.31688281662914,node_1460837,BA.2,21.644322935640197,0.7364442807858146,0.8928489638495467,1.8178381039063147,1.1809590705773292,26
2023-01,node_1286772,XBB.1.5_17124,27.899647936939076,89,66,12,119.41,17219669,28,2023-03,Switzerland/VD-CHUV-GEN16264/2023|OX456460.1|2023-03-04,64,3.3286140699999995,4.1588830833596715,26.92397165354331,19.726039233989578,32.951783083175215,2.9623059821741604,1.4143563036651423,1.0451224358380031,19.726039233989578,node_1286756,XBB.1.5_17124,26.48078220245061,node_1083298,XBB.1.9.1,25.88292280293922,1.0535809600955504,1.065610156273982,1.342427736675189,1.312119604747659,15
2022-03,node_2205679,BA.2,11.163957352774467,69,50,2,89.132,58251972,64,2022-10,USA/MN-MDH-38288/2022|OR973735.1|2022-10-22,29619,2.4126904955999993,10.296171326279559,10.295696363636363,8.106878870762477,16.266149896035248,1.353826895149528,1.3770968495702296,1.1329532810026601,8.106878870762477,node_911435,XCU,21.55997727489238,node_1442464,BA.2,14.818828971824946,0.5178093283880882,0.6137616103761985,2.6594670549042747,1.8279326986454885,62
2022-09,node_1460837,BA.2,21.644322935640197,84,65,5,102.288,25713990,75,2023-01,Wales/PHWC-PKMHFY/2023|OY449938.1|2023-01-31,329,3.0747431999999986,5.796057750765372,19.62542208588957,14.427331352903995,25.14255578280895,1.3692233537860727,1.5002305281692678,1.1066283685931753,14.427331352903995,node_1427391,CH.1.1.1,34.21176531611439,node_1460820,BA.2,17.209831166882587,0.6326572959813129,0.841837843085914,2.3713162524147684,1.192863097541495,24
2022-06,node_908965,B.1.1.529,15.298421604926272,64,52,2,100.291,16213566,81,2022-01,Philippines/PH-RITM-3349/2022|EPI_ISL_16454618|2022-01-11,7305,2.7277496599999993,8.8963143241848,15.39401674796748,11.683548391508799,18.57295013146526,2.146793978142086,1.3093985741561731,0.998774032128997,11.683548391508799,node_908964,B.1.1.529,13.923805483786138,node_911435,XCU,21.55997727489238,0.7095750338634175,0.8622768158045174,1.1917445811159117,1.8453278535279085,48
2023-02,node_1088271,XBB.1.9.1,25.271523286129703,95,68,11,112.148,10270797,28,2023-03,Italy/LOM_Sacco_Var_R58235/2023|EPI_ISL_17310040|2023-03-08,29,3.2296781999999995,3.367295829986474,28.81400101010101,22.018833297437503,35.22139040498717,3.187757490601867,1.1477230852676803,0.8762269137011751,22.018833297437503,node_922192,BA.2,8.850176515719733,node_1088270,XBB.1.9.1,25.271523286129703,1.0,1.4812581690177085,0.4019366692216928,1.1477230852676803,40
2021-10,node_912310,BA.2_dropout,7.339579851147376,57,43,2,133.259,16061455,94,2020-02,USA/2352575/2020|OR093153.1|2020-02-02,6259858,1.9932816000000004,15.649668059112932,5.135228947368421,2.3475144727426382,6.791475901896361,0.1947617500091505,3.12653231167194,1.371135726135899,2.3475144727426382,node_911435,XCU,21.55997727489238,node_2410245,BA.2_dropout,7.447271144780862,0.340426140415958,0.5060514354866931,9.18417224908672,3.1724069143139713,71
